overall,reviewerID,asin,reviewerName,unixReviewTime
4.0,A1E3OB6QMBKRYZ,B003PDMNCC,MagnumMan,1274832000
4.0,A11T807LX2EF00,B003PDMNCC,Michael,1270598400
5.0,ABQWMANK4AR63,B003PDMNCC,JDThird,1269561600
1.0,A1ZU55TM45Y2R8,B003PDMNCC,Jeremy Haggard,1267056000
1.0,A225G2TFM76GYX,B003PDMNCC,J. White,1267056000
5.0,A2AVW23UKLLQ8J,B003RDVFOC,Passionate about teaching,1312848000
3.0,A1RGEHE0H5LF97,B003SERFVM,S. DeBoer,1336521600
5.0,A2CJ4DLE8TWAGL,B003SEVL8U,Mitchell,1410480000
5.0,AJWFYBOD7147T,B003SEVL8U,michael blakes,1393459200
5.0,ARLB196GJEJLF,B003SEVL8U,Vickey V. Ellis,1386633600
5.0,A23J1T7UNX14TK,B003SEVL8U,Nolan Lewis,1315267200
4.0,A2NVQZ4Y7Y0J1R,B003SEVL8U,FotoPat,1305763200
5.0,A2AVMEB8PQOTTE,B003SEVL8U,Robert Riggs,1305763200
1.0,A23WE733QT4WGJ,B003SEVL8U,Amazon Customer,1304553600
5.0,A1RGEHE0H5LF97,B003SEVL8U,S. DeBoer,1303776000
5.0,A3SUZA0C8QV8AW,B003SEVL8U,Charles G.,1298678400
5.0,A2KB65SOJ51T4C,B003SEVL8U,David A. Bielby,1297728000
4.0,A3BAOIC7JMCY6R,B003SEVL8U,Blorg Lirgemschlip,1296432000
5.0,AOVI5Y45L6B0J,B003SEVL8U,Timothy Walker,1295136000
3.0,A11L5M4MJP00UW,B003SEVL8U,David L Hutchins,1293667200
3.0,A1LKOIZXPQ9VG0,B003SEVL8U,Elisa 20,1292284800
3.0,A1JZLZGQZ62RSO,B003SEVL8U,Thomas Wikman,1291939200
5.0,A2WCFDOCS73PNB,B003SEVL8U,Gadgetman,1291420800
3.0,A1UQUDT2Q0YENM,B003SEVL8U,Michael,1290384000
5.0,ANV0PTSZ5N3DF,B003SX16CM,Old Amazon Customer,1346457600
5.0,A1KKMKTKZCDJH0,B003TOEJ10,Neil M. Ferguson,1367452800
1.0,A236HOR5PFM15P,B003VIVY7G,D. MCGUE,1285372800
4.0,A2VJ5ALN1BIV3B,B003VIVY7G,terster,1360368000
4.0,A2F7CSE6KT7NI4,B003VIVY7G,Dougie Fresh,1356566400
4.0,A1L39B3I6KC7M2,B003VIVY7G,burritobrother,1332374400
3.0,A2YNF8D4ADUPD9,B003VIVY7G,Robert M,1332288000
4.0,A2L46U9X378VKP,B003VIVY7G,G. Linn,1330560000
5.0,ATJE929ETFFNH,B003VIVY7G,Fred Woodbridge,1329696000
2.0,A5GPH59NDWJRB,B003VIVY7G,Space Salamander,1327276800
3.0,A1GQRGB8FGSLIZ,B003VIVY7G,Amazon Customer,1317945600
4.0,A238ZWM4J4WOD4,B003VIVY7G,JohnSays,1317254400
2.0,A19JGPUJAX048H,B003VIVY7G,mayfayre,1315958400
3.0,AM488EUDHF6Y4,B003VIVY7G,SG,1313625600
3.0,A1WKEAS58297E5,B003VIVYF8,Amazon Customer,1365120000
1.0,AXVKMYWNIHK7W,B003VIVYF8,3kids@home,1336176000
4.0,AYNRALJ4X1COS,B003VIVYF8,Jon,1326931200
5.0,A2FS9527Q7YIDM,B003VIVYF8,J. Smith,1324857600
4.0,A2K3D4H7FEM2GG,B003VIVYF8,V S,1323993600
4.0,A1IBKN1GXYJ3K4,B003VIVYF8,Dave,1321920000
4.0,A2EF8N7ZE7ONWX,B003VIVY7G,"Snap, Crackle and Pop",1311724800
4.0,A2SMZAGOQYI7LI,B003VIVY7G,TTP3317,1310083200
5.0,A1J6B00Z1D6PS4,B003VIVY7G,Jimmy Moore from Livin&#039; La Vida Low-Carb,1309651200
4.0,AWPN47SSWK1JV,B003VIVYF8,Karen Nordhus,1317254400
1.0,A2SH6A32BE6NEV,B003VIVY7G,Comp Expert,1305676800
3.0,AELK0E5DK7LIZ,B003VIVY7G,Reuben Gathright,1305676800
5.0,A25WJCAP606YMP,B003VIVY7G,ESVK,1305158400
3.0,A2D1LPEUCTNT8X,B003VIVY7G,Ali Julia,1303257600
1.0,A53WCH573M3PA,B003VIVY7G,Bill T.,1302998400
1.0,A2X06FP2PQ6EK0,B003VIVY7G,S. A. ROBBINS,1301356800
4.0,AAPPWNP9FWVWS,B003VIVYF8,Kathlyn Storey,1308268800
4.0,A26R7LLAFTPC3U,B003VIVYF8,William Hardin,1308182400
3.0,AAKQTXS4JOUR5,B003VIVY7G,G. Ewing,1296086400
5.0,AJ9AE2BVND0GS,B003VIVYF8,RETSmile,1306368000
2.0,A1HOLE9R6WPT85,B003VIVYF8,Mad Max,1306281600
5.0,A1IU7S4HCK1XK0,B003VIVYF8,Joanna D.,1305763200
5.0,A1B70ZEWQ6UH1A,B003VIVYF8,JustMe,1303430400
1.0,A5AFEI7B2MHF3,B003VIVY7G,G. Stanfill,1292803200
5.0,A21V2WJKZ4OPPW,B003VIVYF8,JPN,1302048000
4.0,A3L20U76EG3KP4,B003VIVYF8,James L. Willis,1301616000
4.0,A2QDOJFFLFGF18,B003VIVYF8,michael alexander,1300320000
5.0,A2WCFDOCS73PNB,B003VIVY7G,Gadgetman,1289001600
5.0,A3D5B2CBFNJB0K,B003VIVYF8,ut158,1300147200
5.0,A3JPFWKS83R49V,B003VIVYF8,Bryan Carey,1298937600
3.0,A17A1KTVI3DG6U,B003VIVYF8,Nathan A. Edwards,1297900800
5.0,A2QBSZYDSDTZX,B003VIVYF8,Sarah Vigil Swiger,1297900800
1.0,A3CW4T7GIS1X9C,B003VIVYF8,J. Smith,1297814400
4.0,A1Q4MNIUESQTBM,B003VMCBEC,John Schultz,1298160000
4.0,A2WN1QF8GSVHYV,B003VMCBEC,Altmed,1296864000
4.0,A2BLFCOPSMBOZ9,B003VMCBEC,Dave Edmiston,1296259200
5.0,A1EQ5D5JRSW23K,B003VMCBEC,Erol Esen,1291852800
4.0,A35IX2GE0VC0JP,B003VMCBEC,FirePepper Red,1337212800
5.0,A3A90CELVLOUP6,B003VMCBEC,Nanciejeanne,1336003200
5.0,A33775AIB1A664,B003VMCBEC,Mark Colan,1335398400
4.0,A2Q2A6JKY95RTP,B003VMCBEC,Raul G.,1334102400
5.0,A27QXQQOLAMRRR,B003VMCBEC,Bones,1332374400
4.0,ADPP0TXH70ON8,B003VMCBEC,S. Horwatt,1326153600
5.0,A2PBMCBT1R8TTL,B003VMCBEC,Sam I Am,1318982400
5.0,A1GQRGB8FGSLIZ,B003VMCBEC,Amazon Customer,1317945600
3.0,A1ZGHA3IJV01BK,B003VMCBEC,K-cee Kit,1306281600
4.0,A3OXHLG6DIBRW8,B003VMCBEC,C. Hill,1304726400
1.0,A2MKY8OUI8GZG1,B003VNCROU,Big shopper,1282867200
5.0,AEAPGAG8DXQLT,B003VNCROU,Bruce_in_LA,1282780800
3.0,A1TYLW0ZRM53GS,B003VNCROU,Chuck,1448928000
4.0,A2TON0Y454P0NG,B003VNCROU,Blue Dog,1409616000
2.0,A381C6UUUIAB4V,B003VNCROU,NoBS,1394496000
5.0,A2QOMZA6Z2S9O0,B003VNCROU,John Dickman,1374019200
5.0,A278S61JJ5Y95L,B003VNCROU,Aspiring Artist and Designer,1373241600
1.0,A3NKP20ZXJBWAM,B003VNCROU,Amazon Customer,1357084800
3.0,A3TFJE04LTJDLI,B003VNCROU,FALCON,1352073600
4.0,A3VONQL7YW8UPM,B003VNCROU,LUCK,1352073600
4.0,A3PJZ8TU8FDQ1K,B003VNCROU,Jared Castle,1347148800
3.0,A17WM3NTCID9DS,B003VNCROU,Robert D. Harmon,1343692800
3.0,A301B6L3TCD7WL,B003VNCROU,Tanya McHenry,1335916800
1.0,A1MPR99AJWXJX0,B003VNCROU,David,1332115200
4.0,A1UUEPXY2R0JE0,B003VNCROU,Frank Edema,1325635200
1.0,A3HH2B6QGBPZX3,B003VNCROU,zimmerman2000us,1325548800
3.0,A8WAYVOKYBLO6,B003VNCROU,Darcy Pennell,1323820800
4.0,A19NP8YYADOOSF,B003VNCROU,N. Krumpe,1323820800
4.0,AAEHOTZ1GRAUX,B003VNCROU,Jim Bernheimer,1323475200
4.0,A2F2S1L61X1LA9,B003VNCROU,Bromptonboy,1319587200
4.0,A353U0L2HAMSHV,B003VNCROU,Cricket,1316476800
2.0,A36EW68H08UOCS,B003VNCROU,Mark J. Fowler,1303344000
1.0,ACVU7OORPTPVX,B003VNCRNQ,Rob,1283299200
3.0,A1DB5QPH7WO488,B003VNCROU,J. Nelson,1295481600
4.0,A3H7ADUP07D93H,B003VNCROU,J. Fuchs,1293148800
3.0,A2B3CIEV3SW6EG,B003VNCROU,Michael E. McGown,1290470400
4.0,A12ANFNOSMW5VD,B003VNCROU,Penfist,1289952000
5.0,AF6A0DDUVY3DL,B003VNCROU,BrianL,1289692800
4.0,AG1OL1K3SFURN,B003VNCROU,W. Munro,1287532800
5.0,A26877IWJGISYM,B003VNCROU,Lon J. Seidman,1287532800
5.0,ADLVFFE4VBT8,B003VNCROU,Cthulhu,1287273600
4.0,A36PFPY4O3E1DV,B003VNCROU,C. Fernandes,1287100800
2.0,A26FEJTPYJ934F,B003VNCROU,Taylor Corbet,1287014400
4.0,ARK5SAGVLW3FY,B003VNCROU,bunnyrabbit4,1286841600
5.0,A1H4QWLST1N3D0,B003VNCROU,Dr. Klaus Hamacher,1286582400
4.0,A209G57KXCBF4C,B003VNCROU,iReview,1286409600
5.0,A3IAU6ZPVF2R5K,B003VNCROU,L. Maupin,1286150400
4.0,A2QRXQPHDMFCQV,B003VNCROU,SanjeevP,1283731200
5.0,A2HYFUNGZJX2YE,B003VNCRNQ,Mike,1423094400
4.0,A3CFKYAIVK2WK6,B003VNCRNQ,Barbara Debie,1420761600
5.0,A34N35FZVAO3AA,B003VNCRNQ,Gerald J. Rudolph,1409356800
2.0,A2HJNR5KRVLKP3,B003VNCRNQ,robert,1409011200
5.0,A327HI0M9QL7JR,B003VNCRNQ,Robert A. Hansen,1399161600
3.0,A3J8A5L5AF5TX9,B003VNCRNQ,Richard L.,1386460800
1.0,A2MKY8OUI8GZG1,B003VNCRNQ,Big shopper,1378252800
1.0,A2OL5WLCNZVD9K,B003VNCRNQ,nonpareil,1377907200
4.0,AVPNQUVZWMDSX,B003VNCRNQ,esanta,1365206400
4.0,AHS6PX6H22WW1,B003VNCRNQ,H. Wang,1357516800
4.0,A4U27URFECK1U,B003VNCRNQ,The Technologist,1354233600
5.0,A4V35W9XNM4X4,B003VNCRNQ,Bill Cashell,1348704000
4.0,ATMQEI1LKR6VB,B003VNCRNQ,Shevi,1340236800
5.0,A11REZES0TNBSD,B003VNCRNQ,Joseph T. Reinckens II,1334966400
5.0,ADLVFFE4VBT8,B003VNCRNQ,Cthulhu,1333929600
5.0,AH91ZJ8W8NCLR,B003VNCRNQ,Yes Fan,1332288000
3.0,A2XRZV63X79YSJ,B003VNCRNQ,Movie Mania,1331078400
1.0,A3HH2B6QGBPZX3,B003VNCRNQ,zimmerman2000us,1325635200
5.0,A3EPHBMU07LZ50,B003VNCRNQ,Amazon_Customer,1323129600
4.0,A1SXCGBJ9JW2MO,B003VNCRNQ,S. Templar,1321833600
5.0,A2LF16F0KX9L7P,B003VNCRNQ,John Keitz,1321833600
5.0,A32O98PFC3OP7K,B003VNCRNQ,A Gamer at Heart,1321747200
4.0,AQCJWSMSURQI2,B003VNCRNQ,A Customer,1321401600
5.0,A2GP6XJ1V3MM3L,B003VNCRNQ,BumbleB,1321401600
5.0,A47D5C32VLQM2,B003VNCRNQ,SirenPrincess,1320883200
3.0,A31RULW0KNYJ5H,B003VNCRNQ,LA,1320624000
4.0,A1E3OB6QMBKRYZ,B003VNCRNQ,MagnumMan,1320192000
3.0,A30UP2KKD5IQEP,B003VNCRNQ,Soar,1314835200
5.0,ACVDL5QRCOPE1,B003VNCRNQ,D. H.,1308009600
5.0,A2Q6XGKWNW3LLC,B003VNCRNQ,listen440hz,1299888000
5.0,A35HNL2VEDK9Z1,B003VNCRNQ,Doctor C,1293667200
3.0,AGX2K0FMS0IVL,B003VNCRNQ,AC500Driver,1293148800
2.0,A3CF0IY1ZYRHHF,B003VNCRNQ,SonicAddiction,1292976000
5.0,A5IXM5UERV8D2,B003VNCRNQ,"Carl Franklin, JD/PhD",1292630400
4.0,AVFJ327UXPXLF,B003VNCRNQ,Jerry Helsing,1289692800
5.0,A2YNF8D4ADUPD9,B003VNCRNQ,Robert M,1289433600
5.0,A3S3R88HA0HZG3,B003VNCRNQ,PT Cruiser,1289347200
4.0,A1S7YQQGJPPFLG,B003VNCRNQ,Ruthie,1288224000
4.0,A2R1HUYHXV7H18,B003VNCRNQ,Bugs,1286409600
4.0,A2DF62DP20RIXF,B003VTYLI4,M. R. Simmons,1291507200
5.0,A27XEJX3W4FCUK,B003VTYLI4,William C. Milo,1290902400
3.0,A19FRW264WZTGP,B003VTYLI4,Bunson Honeydew,1290038400
4.0,A2XIOXRRYX0KZY,B003VTYLI4,B.L.,1289952000
1.0,A9XASTQBNG6W2,B003VTYLI4,Pandora of Boston,1393891200
4.0,A28I5UM0FT3I6T,B003VTYLI4,Joshua,1389484800
1.0,ALV1J4KEXAGIO,B003VTYLI4,Sir Michael,1355184000
2.0,A12Z4AXEA93WMU,B003VTYLI4,R. Miller,1350172800
4.0,A2TTHN1UMO82VY,B003VTYLI4,Liliazuli,1348099200
5.0,A3U8J6HOIYKIFM,B003VTYLI4,NanAnn,1347840000
1.0,AET9ZSXP9LH17,B003VTYLI4,Ken,1346889600
3.0,A2NOJVQUPKPTEI,B003VTYLI4,R. Pickman,1338076800
5.0,A2XRIU3SOYZ0ZC,B003VTYLI4,Bob Whitley,1337212800
5.0,A1Z16630QMH8Q6,B003VTYLI4,Vista Bill Raley,1320019200
2.0,A2KX7C5O86E58,B003VTYLI4,Twilightjoan,1316044800
3.0,A1UQUDT2Q0YENM,B003VTYLI4,Michael,1310515200
5.0,A3LMPD1ZQTWOC4,B003VTYLI4,AmazonLover,1306540800
4.0,A3GVJ88EHS08RZ,B003VTYLI4,BlueBellBlue,1305763200
4.0,A36EW68H08UOCS,B003VTYLI4,Mark J. Fowler,1303344000
5.0,AG8E2F0G98ZTB,B003VTYLI4,Fritosgirl,1300233600
4.0,A2SZLNSI5KOQJT,B003VTYLI4,Carrie,1299974400
4.0,A2KB65SOJ51T4C,B003VTYLI4,David A. Bielby,1297036800
4.0,AF03NDXR2PIFX,B003VTYLI4,B Wilson,1295654400
4.0,A1BK60GZ4QME6I,B003VTYLI4,John W. Graham,1294963200
4.0,A30UP2KKD5IQEP,B003VTYLI4,Soar,1294272000
4.0,AOEQZLCRMEYXL,B003VTYLI4,Leon Rosiczkowski,1292457600
2.0,ANFRSLQ583FE4,B003VUNY0O,sticks,1288656000
1.0,AQ0KGG6RJ73J4,B003VUNY0O,Teacher man,1302134400
5.0,A2OIF6ZL17EQSM,B003WT1KHI,Mike W.,1288742400
5.0,A2YYU79TVL3PW6,B003WT1KHI,Reese B. Lemmond,1425772800
5.0,A2Q3XHNN3BNPCO,B003WT1KHI,Putsch,1422835200
5.0,A1VUA80DLZGWIP,B003WT1KHI,furfoot,1395273600
5.0,AVJORH3ACR2A5,B003WT1KHI,OLAFO Gonzalez,1362787200
5.0,A2UTLQ8SE3W4ZJ,B003WT1KHI,CM,1350604800
3.0,A1WKEAS58297E5,B003WT1KHI,Amazon Customer,1333324800
3.0,A2K3D4H7FEM2GG,B003WT1KHI,V S,1332547200
5.0,A13PT03EWR07XM,B003WT1KHI,En P. Junction,1321488000
5.0,A1FRADBDXQPJJC,B003WT1KHI,Rayhan S,1316649600
4.0,ATZJNEXX7LWD3,B003WT1KHI,RG,1311120000
1.0,A2LMES4UKQTOGZ,B003WT1KHI,Albin,1305849600
5.0,A14LG64GIVZIGS,B003WT1KHI,S. J. Northrip,1303344000
5.0,AFZJNYR931ZCN,B003WT1KHI,The Lunar Staff,1303257600
1.0,ADEZOPMPKK146,B003WT1KHI,Amazon Customer,1302652800
3.0,AL5JX4BX0PBJY,B003WT1KHI,daGrouch,1301443200
4.0,A1CVFUQ1PGSIJL,B003WT1KHI,T. Adlam,1298505600
3.0,A2R95Z7PTF5ZRO,B003WT1KHI,AmazonFan,1297987200
4.0,A3BH63GKL7MQ2K,B003WT1KHI,J. Roberts,1297900800
4.0,A2EF8N7ZE7ONWX,B003WT1KHI,"Snap, Crackle and Pop",1297814400
5.0,AYNRALJ4X1COS,B003WT1KHI,Jon,1296086400
5.0,A1RIQUDE4B8NGX,B003WT1KHI,Wildness,1296000000
3.0,AG8E2F0G98ZTB,B003WVFAO0,Fritosgirl,1299628800
3.0,A1ACM1CBGORBN1,B003WVFAO0,Sherry Berry,1298419200
3.0,A1BKJNAWJT2TG2,B003WVFAO0,Southern Mississippi,1298332800
2.0,A3LMPD1ZQTWOC4,B003WVFAO0,AmazonLover,1294704000
4.0,A22PUBSSNP54L,B003WVFAO0,Penny Puss,1292976000
3.0,A3FBTJCCNQXW2U,B003WVFAO0,Goldenroom,1327795200
2.0,A3UVGHUDOY77YR,B003WVFAO0,MissPammy,1325462400
3.0,A1C0SOX7DPXY65,B003WVFAO0,Magic Mike J,1321833600
2.0,A1GQRGB8FGSLIZ,B003WVFAO0,Amazon Customer,1316044800
3.0,A3PJZ8TU8FDQ1K,B003WVFAO0,Jared Castle,1309824000
4.0,A1J6B00Z1D6PS4,B003WVFAO0,Jimmy Moore from Livin&#039; La Vida Low-Carb,1309651200
5.0,AYVM2DODURDLE,B003WVFAO0,Veritas513,1308268800
2.0,A3HRDRQ5VAFPQS,B003WVFAO0,2WheelTravlr,1303948800
3.0,A29VG90T649CSU,B003WVFAO0,Sasha Q.,1300147200
2.0,A2QRXQPHDMFCQV,B003WVFA36,SanjeevP,1289606400
5.0,A2LF16F0KX9L7P,B003WVFA36,John Keitz,1289347200
4.0,A2SZLNSI5KOQJT,B003WVFA36,Carrie,1304726400
3.0,AC6HYEG9JT441,B003WVFA36,avgvstvs,1301011200
5.0,A2PBMCBT1R8TTL,B003WVFA36,Sam I Am,1296086400
1.0,A1L8PL08LOYO9L,B003WVFA36,M. Stone,1295481600
4.0,A2I3XS9TO93Q0F,B003WVFA36,Michael Meredith,1294704000
5.0,ADEZOPMPKK146,B003WVFA36,Amazon Customer,1293062400
5.0,A1F1A0QQP2XVH5,B003WVFA36,Mark B,1292112000
3.0,A3REK3OFONWB1Q,B003WVFA36,Paul M. Provencher,1290470400
2.0,A30R8VFR16RE32,B003WVFA36,K.C.,1289779200
5.0,A3S3R88HA0HZG3,B003Y6DEOQ,PT Cruiser,1303171200
3.0,A1T6PXM2M3N84A,B003Y6DEOQ,Harold McFarland,1333756800
5.0,A24HWYHR28JJ7A,B003Y6DEOQ,AmazonCustomer,1321315200
4.0,A15T9G38F589KM,B003Y6DEOQ,knitting ninja,1320451200
5.0,A3IOCPLIMYDBCD,B003Y6DEOQ,Hummingbirder,1317600000
3.0,ASY25YMTIC2A9,B003Y6DEOQ,Grace,1316649600
4.0,A1GQRGB8FGSLIZ,B003Y6DEOQ,Amazon Customer,1316044800
1.0,AA90W95STFGAC,B003Y6DEOQ,Amazon Customer,1315180800
4.0,APADTEN8OKDDT,B003YJ78JA,Bruce Dudley,1442102400
5.0,A21QMJOAJPCW06,B003YJ78JA,Robin,1423267200
3.0,A3QRR8PSCBI07C,B003YJ78JA,JJM,1386288000
4.0,A2HPJKM7L4EOQB,B003YJ78JA,Michelle M. Ress,1336608000
4.0,A28621TSIR5EOG,B003YJ78JA,Happy,1314057600
5.0,A22XKZH39639H5,B003YJ78JA,Chuck,1304812800
2.0,A3LG1UIKCZ9SV5,B003YJ78JA,WordLover,1302480000
3.0,A2W1J3U322NDVU,B003YJ78JA,Gloria C,1302480000
5.0,A3HJHV83O2U8BL,B003YJ78JA,Robert A. Grossman,1301702400
1.0,ABC68JUCPTVOE,B003YJ5GGM,A. Fabbri,1295913600
3.0,A8UIDJZ297YLL,B003YJ78JA,MG,1299283200
1.0,A17EX7ZF5GYTYD,B003YJ78JA,PqP,1294617600
1.0,A390UFRRO2BLZS,B003YJ78JA,Tony Polito,1294099200
5.0,A2GOHNFBHUU3UI,B003YJ78JA,Gadget Man,1291939200
5.0,A2AIE7ZJIW2T6S,B003YJ5ESM,jrodie,1410393600
4.0,A26DYR5GK6HRK7,B003YJ78JA,"Tim-Alma,CO",1289779200
1.0,A14ESWX6B2WDUG,B003YJ78JA,Denver Guy,1287705600
5.0,AIXM03YWH44LD,B003YJ78JA,C. Dunn,1286409600
5.0,AUV3OR951650C,B003YJ5ESM,Mommymemommy,1353369600
3.0,A1JZFGZEZVWQPY,B003YJ5ESM,Professor H,1352678400
3.0,A2T7GZ74MZI0MN,B003YJ5ESM,J. Worth,1334707200
4.0,A3FKPBNI7UWQFW,B003YJ5ESM,Work of Life,1319673600
2.0,A2L6QS8SVHT9RG,B003YJ5ESM,randomartco,1317945600
1.0,A2SVD5ACQT24WP,B003YJ5ESM,GT Man,1315008000
1.0,A14ESWX6B2WDUG,B003YJ78QI,Denver Guy,1287705600
2.0,A298D7HCR04WJV,B003YJ78QI,Bart,1287446400
5.0,ATXWVGLKWDPX4,B003YJ5ESM,Jeffrey A. Harrell,1311897600
5.0,A14WX0UI595VVZ,B003YJ78AE,Robert Allaben,1286496000
4.0,ACV3Q7FASMWW,B003YJ78AE,GoAMZN,1286409600
5.0,A15PXK8CBQPJ6X,B003YJ78AE,Phil,1430784000
5.0,A1OTB4Z8S1724V,B003YJ5ESM,Lawrence J. Friedberg,1306368000
5.0,A3SX5MZTCZRQLF,B003YJ5ESM,12XU,1306195200
2.0,A2RV0QPLE6085G,B003YJ78AE,Don,1395360000
4.0,ABVYGB2TKBO8F,B003YJ78AE,J. Donaldson,1329523200
5.0,A14WX0UI595VVZ,B003YJ5DSS,Robert Allaben,1286496000
1.0,A2WYZDT2PEOJXO,B003YJ5ESM,R. Holland,1303776000
3.0,A2HIY3RMCFY2IR,B003YJ78AE,R Rose,1303171200
1.0,A1MRTZO4JT5P4H,B003YJ78AE,PHOTOMAN225,1302825600
2.0,AE0QPOQX3ZXP0,B003YJ78AE,Arthur D. Castelli Jr.,1301961600
4.0,ACL0T7X1THPAV,B003YJ5ESM,Bryan Cass,1302566400
1.0,A5FJ7IGPB0UG7,B003YJ5DSS,8235,1303430400
1.0,A350HRB16YUX9P,B003YJ78AE,Ron Wis,1299110400
4.0,A929AAD5APW8Z,B003YJ5ESM,Patrick A51,1302480000
5.0,AG1IZX86I45AL,B003YJ78AE,GregV,1297036800
1.0,A17EX7ZF5GYTYD,B003YJ78AE,PqP,1294617600
5.0,A3SUZA0C8QV8AW,B003YJ5ESM,Charles G.,1301011200
1.0,A17EX7ZF5GYTYD,B003YJ5DSS,PqP,1294617600
1.0,A390UFRRO2BLZS,B003YJ5DSS,Tony Polito,1294099200
1.0,A390UFRRO2BLZS,B003YJ78AE,Tony Polito,1294099200
4.0,A3QMJMTLJC34QC,B003YJ78AE,Vincent E. Martin,1293494400
4.0,A2UOHALGF2X77Q,B003YJ5DSS,DLH,1294012800
5.0,ACQYIC13JXAOI,B003YJ5ESM,Tooncesmom,1299974400
3.0,A3DN0B5OEGFL0L,B003YJ78AE,Gadget Freak,1290038400
1.0,A26VCNF2Y9N5L3,B003YJ5ESM,Customer Reviewer,1298505600
5.0,AILSYXK4YFADX,B003YJ78AE,S. Pughsley,1289952000
3.0,AIBRTGBN07D6A,B003YJ5ESM,Trive,1297814400
1.0,A250AXLRBVYKB4,B003YJ78AE,ConsumerAdvocate (dakotad555) at (gmail) dot (com),1288915200
5.0,A2PR5G1680ISEY,B003YJ78AE,David Arnstein,1287964800
1.0,A176Y7DNY6H2DN,B003YJ78AE,Darren Griffith,1287792000
4.0,A2Y75KG99A1QKV,B003YJ5ESM,Scott Bourquin - Author,1297209600
1.0,A388QZBMSR18T3,B003YJ5ESM,Dan Lauber,1294531200
5.0,AF03NDXR2PIFX,B003YJ5ESM,B Wilson,1292284800
4.0,A2BVNVJOFXGZUB,B003YJ5ESM,J. Howard,1290038400
1.0,A35HNL2VEDK9Z1,B003YJ5ESM,Doctor C,1288742400
3.0,A10PEXB6XAQ5XF,B003YJ5ESM,Michael Gallagher,1288656000
5.0,ANGH2JWPH9TDR,B003YJ8WKO,Ken,1318636800
2.0,APRJDKS9CHS61,B003YJ8WFE,Frankie,1286236800
5.0,ACM484XG9M1UK,B003YJ5DKG,Futureman59,1286323200
4.0,ASLUIYTSDWH9H,B003YJ5DKG,Kim R Langlois,1445040000
2.0,A1PKJZRM97ELT8,B003YJ5DKG,Widgeted,1428710400
5.0,A361NBC6JJAOWC,B003YJ5DKG,Richard L,1428364800
5.0,A2F2Y0BJS7V49Y,B003YJ5DKG,Jeanne,1420848000
5.0,A173GBQFXDGR72,B003YJ5DKG,Jane S. Bishop,1408838400
4.0,APFOCDQF9YXJT,B003YJ5DKG,Larry E. Hayes,1408406400
5.0,A328U1E3QEXFW5,B003YJ5DKG,Amazon Customer,1404000000
4.0,A1GNYKVAT4ZHT1,B003YJ5DKG,Buzz Stephens,1396137600
1.0,AL5JX4BX0PBJY,B003YJ5DKG,daGrouch,1362873600
3.0,AFYP6CF75OQDG,B003YJ5DKG,Marv,1360886400
5.0,AW12F6FJ99WCV,B003YJ5DKG,Laurie,1348876800
5.0,A1EH9FFEI9RG17,B003YJ5DKG,Steve,1331856000
3.0,ALGPGCHQC97JG,B003YJ5DKG,LastGas,1330732800
4.0,A1LIRKVD44KUZE,B003YJ5DKG,JR-Texas,1324080000
1.0,A1DB5QPH7WO488,B003YJ5DKG,J. Nelson,1315872000
5.0,A2SKEQT0WTB954,B003YJ5DKG,Big-Z,1315008000
5.0,A2DEYYUKCVUFGT,B003YJ5DKG,Wes Frederick,1308960000
5.0,A14638TGYH7GD9,B003YJ8WFE,Rebecca Haden,1305676800
4.0,A1U2H8AQQHWSNK,B003YJ5DKG,Old DOS user,1308182400
2.0,A2JMJVNTBL7K7E,B003YJ8WFE,Yesuaini99,1300320000
1.0,A3NRHAQEUZTW4G,B003YJ8WFE,Michael P. Murphy,1296950400
1.0,A17A1GNT0CQS8T,B003YJ5DKG,Brian Kelly,1305331200
2.0,A2SH6A32BE6NEV,B003YJ8WFE,Comp Expert,1292198400
4.0,A1ZU55TM45Y2R8,B003YJ8WFE,Jeremy Haggard,1289865600
4.0,A1RQEPTX8DUAPK,B003YJ5DKG,C. Miller,1304467200
1.0,A13PT03EWR07XM,B003YJ8WFE,En P. Junction,1288224000
1.0,A28HUBMSCXVQW0,B003YJ5DKG,AK,1304121600
1.0,A363RAQ1NTCXTW,B003YJ5DKG,jasonhad,1302307200
1.0,A176Y7DNY6H2DN,B003YJ5DKG,Darren Griffith,1301788800
2.0,A1MRTZO4JT5P4H,B003YJ5DKG,PHOTOMAN225,1301011200
3.0,A3GW8HX6UB0XML,B003YJ5DKG,Jeff,1299196800
5.0,A3UEGYW49RUP1P,B003YJ5DKG,Judy,1299196800
1.0,A3THFX8F6GEE1C,B003YJ5DKG,J. Lee,1298160000
1.0,A5JLAU2ARJ0BO,B003YJ5DKG,Old-and-Wise,1297468800
4.0,ARX66NNKRP1YT,B003YJ5DKG,Mercury52,1295308800
1.0,A1REMEHU05QCWM,B003YJ5DKG,Elmer B. Fuddled,1294790400
1.0,A17EX7ZF5GYTYD,B003YJ5DKG,PqP,1294617600
1.0,A390UFRRO2BLZS,B003YJ5DKG,Tony Polito,1294099200
5.0,A33XMCG1UFDSY2,B003YJ5DKG,Nat Fruci,1293580800
3.0,ARLPG7FN42GJN,B003YJ5DKG,Observer,1292889600
1.0,A4R11BO5B9U9I,B003YJ5DKG,Dave in Connecticut,1291939200
